,indice_tiempo,ventas_precios_corrientes,ventas_precios_constantes,ventas_totales_canal_venta,salon_ventas,canales_on_line,ventas_totales_medio_pago,efectivo,tarjetas_debito,tarjetas_credito,otros_medios,ventas_totales_grupo_articulos,subtotal_ventas_alimentos_bebidas,bebidas,almacen,panaderia,lacteos,carnes,verduleria_fruteria,alimentos_preparados_rotiseria,articulos_limpieza_perfumeria,indumentaria_calzado_textiles_hogar,electronicos_articulos_hogar
16,01/05/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
17,01/06/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
18,01/07/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
19,01/08/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
20,01/09/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
21,01/10/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
22,01/11/2018,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
23,01/12/2018,161382.8,31136.1,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
24,01/01/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
25,01/02/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
26,01/03/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
27,01/04/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
28,01/05/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
29,01/06/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
30,01/07/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
31,01/08/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
32,01/09/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
33,01/10/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
34,01/11/2019,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
35,01/12/2019,161382.8,29147.9,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
36,01/01/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
37,01/02/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
38,01/03/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
39,01/04/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
40,01/05/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
41,01/06/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
42,01/07/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
43,01/08/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
44,01/09/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
45,01/10/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
46,01/11/2020,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
47,01/12/2020,161382.8,29931.1,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19000862.43,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3022975.198,10032605.7
48,01/01/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
49,01/02/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
50,01/03/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
51,01/04/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
52,01/05/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,3801495.08,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
53,01/06/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,3921981.953,15982466.5,20580208.4,6358197.5,1303174.5,22173586.3,3640081.868,9514178.631
54,01/07/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,37146178.9,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4322896.98,14292062.1,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,9222787.62
55,01/08/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,43332959.2,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4446217.5,14512831.62,20580208.4,6358197.5,1303174.5,22173586.3,2944642.775,8443256.2
56,01/09/2021,161382.8,30131.5,162332761.4,157700710.1,5751181.8,162332761.4,49271257.0,34575381.28,60836316.4,7969403.2,162332761.4,118421205.2,19304580.4,43365338.2,4333686.607,14489891.67,20580208.4,6358197.5,1303174.5,22173586.3,3405814.3,10032605.7
57,01/10/2021,140487.5,30131.5,140487487.3,136000643.3,5751181.8,140487487.3,43323345.69,39697514.99,60836316.4,7306784.95,140487487.3,118421205.2,17838460.22,37081602.26,4773476.075,15561032.0,20580208.4,6358197.5,1226503.662,22173586.3,3328328.421,10919887.99
58,01/11/2021,141702.0,30131.5,141701960.7,135950778.8,5751181.809,141701960.7,43762928.15,39925207.45,60836316.4,7261581.669,141701960.7,118421205.2,18180428.41,43365338.2,4509964.85,14720418.14,20580208.4,6358197.5,1213625.23,22173586.3,3209173.083,10032605.7
59,01/12/2021,183983.2,31595.7,183983151.9,178866721.2,5751181.8,183983151.9,56640033.15,43332959.2,62999676.15,8911251.213,183983151.9,128135286.6,19304580.4,45199914.72,4446217.5,16275221.46,21265049.45,5863700.608,1303174.5,21753939.73,3405814.3,10032605.7
60,01/01/2022,154517.1,30131.5,154517094.2,149697614.6,5751181.8,154517094.2,46962602.22,46053650.13,54048333.12,7452508.718,154517094.2,103783610.3,20364496.48,37505172.62,4860317.68,16104766.21,17408486.73,6138441.197,1401929.429,21330213.29,3782646.219,10032605.7
61,01/02/2022,152202.6,30131.5,152202573.4,148406529.3,5751181.8,152202573.4,46290956.21,45283575.25,53705893.17,7969403.2,152202573.4,105530494.0,20067560.91,38209790.62,5045920.421,16139816.5,18260738.31,6436027.691,1370639.589,20305446.86,3405814.3,9189746.139
62,01/03/2022,161382.8,30131.5,168982502.3,164321107.3,5751181.8,168982502.3,51262080.99,47364363.88,60836316.4,7940040.869,168982502.3,118823011.7,19759206.71,45418860.16,4446217.5,18419163.96,20827602.02,6886240.029,1303174.5,22942013.09,3912852.426,10898787.99
63,01/04/2022,177148.1,30131.5,177148082.8,173003799.1,5751181.8,177148082.8,53189998.68,50063972.79,65357591.09,7969403.2,177148082.8,127796957.0,20641687.4,49991675.91,4446217.5,19309461.59,22877841.24,6510665.781,1303174.5,23131265.85,3405814.3,10032605.7
64,01/05/2022,179639.2,30131.5,179639238.6,175358487.5,5751181.8,179639238.6,52738110.62,49886787.86,68070088.23,8944251.942,179639238.6,126457871.8,18583941.03,50150351.46,4446217.5,15982466.5,22841532.85,6314109.47,1303174.5,23578638.71,3405814.3,12039595.55
